Nutrition report,,,,,Generated by
Olives / green w/ almonds,,,65.1 kcall,,5.7 g Fat
,,,0.12 g Carbs,,1.29 g Protein
15 October,,,,,Activity: 151 kcall burned
Tuesday,Calories,Carbs,Protein,Fat,Weight: 87
,2186 kcall eaten,14 g eaten,99 g eaten,190 g eaten,
,201 kcall over,11 g left,72 g left,19 g over,
,3% of calories,,18% of calories,79% of calories,
Water 1500 of 2000 (75% of goal),,,,,
,,,6 kcall,,0.12 g fat
Breakfast,,,0.21 g Carbs,,0.63 g Protein
Coffee,,,6 kcall,,0.12 g Fat
,,,0.21 g Carbs,,0.63 g Protein
,,,638.39 kcall,,56.08 g fat
Lunch,,,1.47 g Carbs,,33.31 g Protein
Organic Virgin Coconut Oil,,,120 kcall,,14 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Nürbberger,,,145.33 kcall,,13.33 g Fat
Rostbratwürste,,,0.4 g Carbs,,5.87 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Bacon - Tulip Streifen,,,165.06 kcall,,13.86 g Fat
,,,0 g Carbs,,10.08 g Protein
Mushrooms,,,5.2 kcall,,0.2 g Fat
Tesco,,,0.16 g Carbs,,0.72 g Protein
,,,1341.75 kcall,,115.95 g fat
Dinner,,,10.25 g Carbs,,62.12 g Protein
Bauernbratwurst,,,559 kcall,,41.6 g Fat
,,,2.6 g Carbs,,41.6 g Protein
Frischkäse,,,301.25 kcall,,28.75 g Fat
,,,3.75 g Carbs,,6.87 g Protein
Eiersalat,,,481.5 kcall,,45.6 g Fat
,,,3.9 g Carbs,,13.65 g Protein
,,,200 kcall,,18.32 g fat
Snacks,,,10.66 g Carbs,,2.5 g Protein
Avocados,,,200 kcall,,18.32 g Fat
,,,10.66 g Carbs,,2.5 g Protein
16 October,,,,,Activity: 98 kcall burned
Wednesday,Calories,Carbs,Protein,Fat,Weight: 87
,2500 kcall eaten,11 g eaten,122 g eaten,216 g eaten,
,515 kcall over,14 g left,75 g left,45 g over,
,2% of calories,,20% of calories,78% of calories,
Water 2000 of 2000 (100% of goal),,,,,
,,,713.99 kcall,,63.66 g fat
Breakfast,,,2.24 g Carbs,,34.35 g Protein
Coffee,,,6 kcall,,0.12 g Fat
,,,0.21 g Carbs,,0.63 g Protein
Organic Virgin Coconut Oil,,,120 kcall,,14 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Bacon - Tulip Streifen,,,165.06 kcall,,13.86 g Fat
,,,0 g Carbs,,10.08 g Protein
Nürbberger,,,145.33 kcall,,13.33 g Fat
Rostbratwürste,,,0.4 g Carbs,,5.87 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Whipping Cream,,,69.6 kcall,,7.46 g Fat
,,,0.56 g Carbs,,0.41 g Protein
Mushrooms,,,5.2 kcall,,0.2 g Fat
Tesco,,,0.16 g Carbs,,0.72 g Protein
,,,1014.7 kcall,,89.75 g fat
Lunch,,,3.51 g Carbs,,50.12 g Protein
Leberwurst,,,391 kcall,,37 g Fat
,,,2.1 g Carbs,,13 g Protein
Schweinehals,,,378 kcall,,26 g Fat
,,,0 g Carbs,,36 g Protein
Butter,,,71.7 kcall,,8.11 g Fat
,,,0.01 g Carbs,,0.09 g Protein
Whipping Cream,,,174 kcall,,18.64 g Fat
,,,1.4 g Carbs,,1.03 g Protein
,,,666.25 kcall,,55.75 g fat
Dinner,,,4.15 g Carbs,,36.88 g Protein
Frischkäse,,,301.25 kcall,,28.75 g Fat
,,,3.75 g Carbs,,6.87 g Protein
Beef Jerky,,,365 kcall,,27 g Fat
,,,0.4 g Carbs,,30 g Protein
,,,105.2 kcall,,7 g fat
Snacks,,,2.12 g Carbs,,1.05 g Protein
Salzdillgurken,,,35.2 kcall,,0 g Fat
,,,1.12 g Carbs,,0.72 g Protein
Pitted Kalamata Olives in,,,70 kcall,,7 g Fat
BrineTesco,,,1 g Carbs,,0.33 g Protein
17 October,,,,,Activity: 102 kcall burned
Thursday,Calories,Carbs,Protein,Fat,Weight: 87
,2654 kcall eaten,14 g eaten,154 g eaten,223 g eaten,
,670 kcall over,11 g left,72 g left,52 g over,
,2% of calories,,23% of calories,75% of calories,
Water 2000 of 2000 (100% of goal),,,,,
,,,779.13 kcall,,71.78 g fat
Breakfast,,,2.92 g Carbs,,32.17 g Protein
Coffee,,,6 kcall,,0.12 g Fat
,,,0.21 g Carbs,,0.63 g Protein
Organic Virgin Coconut Oil,,,120 kcall,,14 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Bacon - Tulip Streifen,,,131 kcall,,11 g Fat
,,,0 g Carbs,,8 g Protein
Nürbberger,,,145.33 kcall,,13.33 g Fat
Rostbratwürste,,,0.4 g Carbs,,5.87 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Whipping Cream,,,174 kcall,,18.64 g Fat
,,,1.4 g Carbs,,1.03 g Protein
,,,943 kcall,,81.64 g fat
Lunch,,,3.5 g Carbs,,50.04 g Protein
Leberwurst,,,391 kcall,,37 g Fat
,,,2.1 g Carbs,,13 g Protein
Schweinehals,,,378 kcall,,26 g Fat
,,,0 g Carbs,,36 g Protein
Whipping Cream,,,174 kcall,,18.64 g Fat
,,,1.4 g Carbs,,1.03 g Protein
,,,932.25 kcall,,69.65 g fat
Dinner,,,7.29 g Carbs,,71.6 g Protein
Beef Jerky,,,255.5 kcall,,18.9 g Fat
,,,0.28 g Carbs,,21 g Protein
Pommersche,,,298.75 kcall,,23.75 g Fat
,,,1.25 g Carbs,,20 g Protein
Hänchen Chicken Wings,,,378 kcall,,27 g Fat
,,,5.76 g Carbs,,30.6 g Protein
,,,0 kcall,,0 g fat
Snacks,,,0 g Carbs,,0 g Protein
18 October,,,,,Activity: 244 kcall burned
Friday,Calories,Carbs,Protein,Fat,Weight: 86
,2255 kcall eaten,14 g eaten,120 g eaten,191 g eaten,
,270 kcall over,10 g left,72 g left,20 g over,
,2% of calories,,21% of calories,77% of calories,
Water 2000 of 2000 (100% of goal),,,,,
,,,4 kcall,,0.08 g fat
Breakfast,,,0.14 g Carbs,,0.42 g Protein
Coffee,,,4 kcall,,0.08 g Fat
,,,0.14 g Carbs,,0.42 g Protein
,,,773.13 kcall,,71.66 g fat
Lunch,,,2.71 g Carbs,,31.54 g Protein
Organic Virgin Coconut Oil,,,120 kcall,,14 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Bacon - Tulip Streifen,,,131 kcall,,11 g Fat
,,,0 g Carbs,,8 g Protein
Nürbberger,,,145.33 kcall,,13.33 g Fat
Rostbratwürste,,,0.4 g Carbs,,5.87 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Whipping Cream,,,174 kcall,,18.64 g Fat
,,,1.4 g Carbs,,1.03 g Protein
,,,1404.16 kcall,,111.33 g fat
Dinner,,,11.53 g Carbs,,87.56 g Protein
Sardines,,,260 kcall,,14.31 g Fat
,,,0 g Carbs,,30.78 g Protein
Leberwurst,,,234.6 kcall,,22.2 g Fat
,,,1.26 g Carbs,,7.8 g Protein
Mussels,,,215 kcall,,5.6 g Fat
,,,9.23 g Carbs,,29.75 g Protein
Butter,,,358.5 kcall,,40.56 g Fat
,,,0.03 g Carbs,,0.43 g Protein
Bacon - Tulip Streifen,,,165.06 kcall,,13.86 g Fat
,,,0 g Carbs,,10.08 g Protein
Eier,,,101.4 kcall,,7.35 g Fat
,,,0.45 g Carbs,,8.32 g Protein
Whipping Cream,,,69.6 kcall,,7.46 g Fat
,,,0.56 g Carbs,,0.41 g Protein
,,,73.7 kcall,,8.15 g fat
Snacks,,,0.08 g Carbs,,0.29 g Protein
Butter,,,71.7 kcall,,8.11 g Fat
,,,0.01 g Carbs,,0.09 g Protein
Coffee,,,2 kcall,,0.04 g Fat
,,,0.07 g Carbs,,0.21 g Protein
19 October,,,,,Activity: 166 kcall burned
Saturday,Calories,Carbs,Protein,Fat,Weight: 85
,2345 kcall eaten,23 g eaten,142 g eaten,170 g eaten,
,360 kcall over,2 g left,63 g left,1 g left,
,4% of calories,,26% of calories,70% of calories,
Water 1000 of 2000 (50% of goal),,,,,
,,,4 kcall,,0.08 g fat
Breakfast,,,0.14 g Carbs,,0.42 g Protein
Coffee,,,4 kcall,,0.08 g Fat
,,,0.14 g Carbs,,0.42 g Protein
,,,962.1 kcall,,66 g fat
Lunch,,,0.38 g Carbs,,91.05 g Protein
Schweinehals,,,945 kcall,,65 g Fat
,,,0 g Carbs,,90 g Protein
Senf,,,15.1 kcall,,0.95 g Fat
,,,0.29 g Carbs,,0.77 g Protein
Coffee,,,2 kcall,,0.05 g Fat
,,,0.09 g Carbs,,0.28 g Protein
,,,823.76 kcall,,72.95 g fat
Dinner,,,3.64 g Carbs,,39.04 g Protein
Leberwurst,,,351.9 kcall,,33.3 g Fat
,,,1.89 g Carbs,,11.7 g Protein
Bacon - Tulip Streifen,,,165.06 kcall,,13.86 g Fat
,,,0 g Carbs,,10.08 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Whipping Cream,,,104 kcall,,11.1 g Fat
,,,0.84 g Carbs,,0.62 g Protein
,,,554.83 kcall,,31.16 g fat
Snacks,,,20.09 g Carbs,,11.5 g Protein
Beer,,,220 kcall,,0 g Fat
,,,18 g Carbs,,2.35 g Protein
Butter,,,136.23 kcall,,15.41 g Fat
,,,0.01 g Carbs,,0.16 g Protein
Salzdillgurken,,,13.2 kcall,,0 g Fat
,,,0.42 g Carbs,,0.27 g Protein
Eier,,,101.4 kcall,,7.35 g Fat
,,,0.45 g Carbs,,8.32 g Protein
Pitted Kalamata Olives in,,,84 kcall,,8.4 g Fat
BrineTesco,,,1.2 g Carbs,,0.4 g Protein
20 October,,,,,Activity: 291 kcall burned
Sunday,Calories,Carbs,Protein,Fat,Weight: 85
,4498 kcall eaten,240 g eaten,176 g eaten,234 g eaten,
,2513 kcall over,215 g over,154 g over,63 g over,
,25% of calories,,19% of calories,56% of calories,
Water 500 of 2000 (25% of goal),,,,,
,,,623.19 kcall,,53.1 g fat
Breakfast,,,2.36 g Carbs,,33.84 g Protein
Coffee,,,6 kcall,,0.12 g Fat
,,,0.21 g Carbs,,0.63 g Protein
Bacon - Tulip Streifen,,,165.06 kcall,,13.86 g Fat
,,,0 g Carbs,,10.08 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Whipping Cream,,,104 kcall,,11.1 g Fat
,,,0.84 g Carbs,,0.62 g Protein
Nürbberger,,,145.33 kcall,,13.33 g Fat
Rostbratwürste,,,0.4 g Carbs,,5.87 g Protein
,675.4 kcall,54.67 g fat
Lunch,1.71 g Carbs,45.25 g Protein
Eier,101.4 kcall,7.35 g Fat
,0.45 g Carbs,8.32 g Protein
Organic Virgin Coconut Oil,40 kcall,4.67 g Fat
Trader Joe's,0 g Carbs,0 g Protein
Schweinehals,378 kcall,26 g Fat
,0 g Carbs,36 g Protein
Whipping Cream,156 kcall,16.65 g Fat
,1.26 g Carbs,0.93 g Protein
,3197.55 kcall,126.42 g fat
Dinner,244.19 g Carbs,96.66 g Protein
Coffee,2 kcall,0.05 g Fat
,0.09 g Carbs,0.28 g Protein
Weißwurst,273 kcall,25 g Fat
,1 g Carbs,11 g Protein
Beer,660 kcall,0 g Fat
,54 g Carbs,7.05 g Protein
Beer,215 kcall,0 g Fat
,17.75 g Carbs,2.3 g Protein
Big Mac,508 kcall,25 g Fat
McDonald's,43 g Carbs,26 g Protein
Chicken Fillet Sandwich,515 kcall,29.45 g Fat
,38.69 g Carbs,24.12 g Protein
Lion Bar,289.8 kcall,13.26 g Fat
,26.28 g Carbs,3.3 g Protein
Beer,154 kcall,0 g Fat
,12.6 g Carbs,1.64 g Protein
Mashed Potato,105 kcall,3.72 g Fat
,16.51 g Carbs,1.89 g Protein
Hot & Spicy Chicken Wings,153.75 kcall,8.77 g Fat
Tesco,4.43 g Carbs,13.72 g Protein
Molten Chocolate Cake,322 kcall,21.16 g Fat
,29.85 g Carbs,5.35 g Protein
,2 kcall,0.04 g fat
Snacks,0.07 g Carbs,0.21 g Protein
Coffee,2 kcall,0.04 g Fat
,0.07 g Carbs,0.21 g Protein
21 October,,,,,Activity: 138 kcall burned
Monday,Calories,Carbs,Protein,Fat,Weight: 85
,2941 kcall eaten,27 g eaten,119 g eaten,262 g eaten,
,956 kcall over,2 g over,59 g left,90 g over,
,4% of calories,,16% of calories,80% of calories,
Water 2000 of 2000 (100% of goal),,,,,
,,,548.13 kcall,,49.42 g fat
Breakfast,,,2.71 g Carbs,,23.86 g Protein
Organic Virgin Coconut Oil,,,40 kcall,,4.67 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Nürbberger,,,145.33 kcall,,13.33 g Fat
Rostbratwürste,,,0.4 g Carbs,,5.87 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Whipping Cream,,,156 kcall,,16.65 g Fat
,,,1.26 g Carbs,,0.93 g Protein
Coffee,,,4 kcall,,0.08 g Fat
,,,0.14 g Carbs,,0.42 g Protein
,,,898.04 kcall,,76.36 g fat
Lunch,,,3.63 g Carbs,,49.46 g Protein
Gewürzgurken,,,10 kcall,,0.14 g Fat
,,,1.1 g Carbs,,0.5 g Protein
Sauerkraut -Bio,,,10.8 kcall,,0.2 g Fat
,,,0.68 g Carbs,,0.68 g Protein
Cheddar Cheese,,,181.35 kcall,,14.91 g Fat
,,,0.58 g Carbs,,11.2 g Protein
Organic Virgin Coconut Oil,,,40 kcall,,4.67 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Schweinehals,,,378 kcall,,26 g Fat
,,,0 g Carbs,,36 g Protein
Whipping Cream,,,156 kcall,,16.65 g Fat
,,,1.26 g Carbs,,0.93 g Protein
Butter,,,121.89 kcall,,13.79 g Fat
,,,0.01 g Carbs,,0.14 g Protein
,,,1087.5 kcall,,102 g fat
Dinner,,,19.95 g Carbs,,23.3 g Protein
Ei Brotaufstrich. Lidl,,,379.5 kcall,,33 g Fat
,,,7.95 g Carbs,,13.5 g Protein
Fleischsalat. Lidl,,,708 kcall,,69 g Fat
,,,12 g Carbs,,9.8 g Protein
,,,407.15 kcall,,33.82 g fat
Snacks,,,1.47 g Carbs,,22.52 g Protein
Original Salami Pork Snack,,,302.4 kcall,,25.45 g Fat
SticksTesco,,,1.01 g Carbs,,15.88 g Protein
Coffee,,,4 kcall,,0.08 g Fat
,,,0.14 g Carbs,,0.42 g Protein
Cheddar Cheese,,,100.75 kcall,,8.28 g Fat
,,,0.32 g Carbs,,6.22 g Protein
22 October,,,,,Activity: 163 kcall burned
Tuesday,Calories,Carbs,Protein,Fat,Weight: 85
,2329 kcall eaten,21 g eaten,76 g eaten,220 g eaten,
,345 kcall over,4 g left,65 g left,49 g over,
,4% of calories,,13% of calories,83% of calories,
Water 1500 of 2000 (75% of goal),,,,,
,,,6 kcall,,0.12 g fat
Breakfast,,,0.21 g Carbs,,0.63 g Protein
Coffee,,,6 kcall,,0.12 g Fat
,,,0.21 g Carbs,,0.63 g Protein
,,,1802.72 kcall,,173.99 g fat
Lunch,,,17.4 g Carbs,,52.88 g Protein
Macadamia Nuts,,,502.6 kcall,,53.04 g Fat
,,,9.67 g Carbs,,5.54 g Protein
Organic Virgin Coconut Oil,,,240 kcall,,28 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Sauerkraut,,,16 kcall,,0.5 g Fat
Krakus,,,1.3 g Carbs,,1 g Protein
Wollwurst,,,574 kcall,,52 g Fat
,,,2 g Carbs,,26 g Protein
Leberwurst,,,234.6 kcall,,22.2 g Fat
,,,1.26 g Carbs,,7.8 g Protein
Senf,,,15.1 kcall,,0.95 g Fat
,,,0.29 g Carbs,,0.77 g Protein
Meerrettich -,,,16.46 kcall,,1.18 g Fat
,,,0.93 g Carbs,,0.17 g Protein
Gewürzgurken,,,12 kcall,,0.17 g Fat
,,,1.32 g Carbs,,0.6 g Protein
Original Salami Pork Snack,,,91.2 kcall,,7.68 g Fat
SticksTesco,,,0.3 g Carbs,,4.79 g Protein
Cheddar Cheese,,,100.75 kcall,,8.28 g Fat
,,,0.32 g Carbs,,6.22 g Protein
,,,520.75 kcall,,46.23 g fat
Dinner,,,3.23 g Carbs,,22.74 g Protein
Pitted Kalamata Olives in,,,84 kcall,,8.4 g Fat
BrineTesco,,,1.2 g Carbs,,0.4 g Protein
Eier,,,101.4 kcall,,7.35 g Fat
,,,0.45 g Carbs,,8.32 g Protein
Leberwurst,,,234.6 kcall,,22.2 g Fat
,,,1.26 g Carbs,,7.8 g Protein
Cheddar Cheese,,,100.75 kcall,,8.28 g Fat
,,,0.32 g Carbs,,6.22 g Protein
,,,0 kcall,,0 g fat
Snacks,,,0 g Carbs,,0 g Protein
23 October,,,,,Activity: 97 kcall burned
Wednesday,Calories,Carbs,Protein,Fat,Weight: 85
,3875 kcall eaten,22 g eaten,169 g eaten,342 g eaten,
,1890 kcall over,3 g left,64 g left,171 g over,
,2% of calories,,18% of calories,80% of calories,
Water 1750 of 2000 (88% of goal),,,,,
,,,725.19 kcall,,64.16 g fat
Breakfast,,,3.13 g Carbs,,34.25 g Protein
Coffee,,,4 kcall,,0.08 g Fat
,,,0.14 g Carbs,,0.42 g Protein
Bacon - Tulip Streifen,,,165.06 kcall,,13.86 g Fat
,,,0 g Carbs,,10.08 g Protein
Nürbberger,,,145.33 kcall,,13.33 g Fat
Rostbratwürste,,,0.4 g Carbs,,5.87 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Whipping Cream,,,208 kcall,,22.2 g Fat
,,,1.68 g Carbs,,1.24 g Protein
,,,1046.9 kcall,,90.78 g fat
Lunch,,,20.34 g Carbs,,44.75 g Protein
Cheddar Cheese,,,100.75 kcall,,8.28 g Fat
,,,0.32 g Carbs,,6.22 g Protein
Organic Virgin Coconut Oil,,,80 kcall,,9.34 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
"Chicken Liver (Pan-Fried,",,,137.6 kcall,,5.14 g Fat
Cooked),,,0.89 g Carbs,,20.62 g Protein
Avocados,,,322 kcall,,29.47 g Fat
,,,17.15 g Carbs,,4.02 g Protein
Butter,,,107.55 kcall,,12.17 g Fat
,,,0.01 g Carbs,,0.13 g Protein
Wollwurst,,,287 kcall,,26 g Fat
,,,1 g Carbs,,13 g Protein
Sauerkraut,,,12 kcall,,0.38 g Fat
Krakus,,,0.97 g Carbs,,0.75 g Protein
,,,2102.7 kcall,,187.38 g fat
Dinner,,,17.27 g Carbs,,89.63 g Protein
Cheddar Cheese,,,282.1 kcall,,23.2 g Fat
,,,0.9 g Carbs,,17.43 g Protein
Organic Virgin Coconut Oil,,,40 kcall,,4.67 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Kabanossi,,,1081.6 kcall,,91.52 g Fat
,,,4.99 g Carbs,,54.08 g Protein
Macadamia Nuts,,,466.7 kcall,,49.25 g Fat
,,,8.98 g Carbs,,5.14 g Protein
Gewürzgurken,,,7.2 kcall,,0.1 g Fat
,,,0.79 g Carbs,,0.36 g Protein
Leberwurst,,,117.3 kcall,,11.1 g Fat
,,,0.63 g Carbs,,3.9 g Protein
Sauerkraut,,,6.4 kcall,,0.2 g Fat
Krakus,,,0.52 g Carbs,,0.4 g Protein
Eier,,,101.4 kcall,,7.35 g Fat
,,,0.45 g Carbs,,8.32 g Protein
,,,0 kcall,,0 g fat
Snacks,,,0 g Carbs,,0 g Protein
24 October,,,,,Activity: 93 kcall burned
Thursday,Calories,Carbs,Protein,Fat,Weight: 85
,2424 kcall eaten,37 g eaten,136 g eaten,190 g eaten,
,439 kcall over,12 g over,49 g left,19 g over,
,6% of calories,,23% of calories,71% of calories,
Water 1000 of 2000 (50% of goal),,,,,
,,,511.06 kcall,,43.54 g fat
Breakfast,,,2.17 g Carbs,,27.97 g Protein
Coffee,,,4 kcall,,0.08 g Fat
,,,0.14 g Carbs,,0.42 g Protein
Bacon - Tulip Streifen,,,165.06 kcall,,13.86 g Fat
,,,0 g Carbs,,10.08 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Whipping Cream,,,139.2 kcall,,14.91 g Fat
,,,1.12 g Carbs,,0.83 g Protein
,,,797.4 kcall,,68.31 g fat
Lunch,,,14.61 g Carbs,,35.94 g Protein
Organic Virgin Coconut Oil,,,40 kcall,,4.67 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Mushrooms,,,3.9 kcall,,0.15 g Fat
Tesco,,,0.12 g Carbs,,0.54 g Protein
Kabanossi,,,233 kcall,,17 g Fat
,,,1 g Carbs,,19 g Protein
Wollwurst,,,287 kcall,,26 g Fat
,,,1 g Carbs,,13 g Protein
Green String Beans,,,54.25 kcall,,0.21 g Fat
,,,12.48 g Carbs,,3.19 g Protein
Butter,,,179.25 kcall,,20.28 g Fat
,,,0.01 g Carbs,,0.21 g Protein
,,,834.9 kcall,,68.76 g fat
Dinner,,,14.31 g Carbs,,43.7 g Protein
Organic Virgin Coconut Oil,,,40 kcall,,4.67 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Kabanossi,,,233 kcall,,17 g Fat
,,,1 g Carbs,,19 g Protein
Käsekrainer,,,322 kcall,,26.4 g Fat
,,,0.3 g Carbs,,20.9 g Protein
Sauerkraut,,,6.4 kcall,,0.2 g Fat
Krakus,,,0.52 g Carbs,,0.4 g Protein
Green String Beans,,,54.25 kcall,,0.21 g Fat
,,,12.48 g Carbs,,3.19 g Protein
Butter,,,179.25 kcall,,20.28 g Fat
,,,0.01 g Carbs,,0.21 g Protein
,,,280.43 kcall,,9.06 g fat
Snacks,,,20.92 g Carbs,,28.11 g Protein
Smoked Salmon,,,175.5 kcall,,6.48 g Fat
,,,0 g Carbs,,27.42 g Protein
Meerrettich -,,,32.93 kcall,,2.35 g Fat
,,,1.86 g Carbs,,0.33 g Protein
Granny Smith Apples,,,72 kcall,,0.23 g Fat
,,,19.06 g Carbs,,0.36 g Protein
25 October,,,,,Activity: 219 kcall burned
Friday,Calories,Carbs,Protein,Fat,Weight: 85
,2022 kcall eaten,33 g eaten,103 g eaten,145 g eaten,
,38 kcall over,8 g over,53 g left,26 g left,
,7% of calories,,22% of calories,71% of calories,
Water 1500 of 2000 (75% of goal),,,,,
,,,746.86 kcall,,66.6 g fat
Breakfast,,,3.01 g Carbs,,35.14 g Protein
Leberwurst,,,234.6 kcall,,22.2 g Fat
,,,1.26 g Carbs,,7.8 g Protein
Organic Virgin Coconut Oil,,,40 kcall,,4.67 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Bacon - Tulip Streifen,,,165.06 kcall,,13.86 g Fat
,,,0 g Carbs,,10.08 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Whipping Cream,,,104.4 kcall,,11.18 g Fat
,,,0.84 g Carbs,,0.62 g Protein
,,,0 kcall,,0 g fat
Lunch,,,0 g Carbs,,0 g Protein
,,,882.62 kcall,,67.56 g fat
Dinner,,,13.47 g Carbs,,51.21 g Protein
Organic Virgin Coconut Oil,,,40 kcall,,4.67 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Ground Beef - Aldi,,,311.22 kcall,,23.94 g Fat
,,,0 g Carbs,,23.94 g Protein
Käsekrainer,,,322 kcall,,26.4 g Fat
,,,0.3 g Carbs,,20.9 g Protein
Green String Beans,,,54.25 kcall,,0.21 g Fat
,,,12.48 g Carbs,,3.19 g Protein
Prinzess Bohnen,,,47.6 kcall,,0.17 g Fat
,,,0.68 g Carbs,,3.06 g Protein
Butter,,,107.55 kcall,,12.17 g Fat
,,,0.01 g Carbs,,0.13 g Protein
,,,392.83 kcall,,10.83 g fat
Snacks,,,22.35 g Carbs,,16.79 g Protein
85% Dark Chocolate,,,84.8 kcall,,7.36 g Fat
Lindt,,,3.04 g Carbs,,1.76 g Protein
Beer,,,220 kcall,,0 g Fat
,,,18 g Carbs,,2.35 g Protein
Sockeye Wildlachs,,,79.8 kcall,,2.88 g Fat
,,,0.84 g Carbs,,12.6 g Protein
Meerrettich -,,,8.23 kcall,,0.59 g Fat
,,,0.47 g Carbs,,0.08 g Protein
26 October,,,,,Activity: 2 kcall burned
Saturday,Calories,Carbs,Protein,Fat,Weight: 85
,2430 kcall eaten,12 g eaten,122 g eaten,212 g eaten,
,446 kcall over,13 g left,74 g left,41 g over,
,2% of calories,,20% of calories,78% of calories,
Water 2000 of 2000 (100% of goal),,,,,
,,,667.59 kcall,,57.89 g fat
Breakfast,,,4.13 g Carbs,,33.72 g Protein
Coffee,,,4 kcall,,0.08 g Fat
,,,0.14 g Carbs,,0.42 g Protein
Cinnamon,,,6 kcall,,0.07 g Fat
,,,1.84 g Carbs,,0.09 g Protein
Organic Virgin Coconut Oil,,,40 kcall,,4.67 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Bacon - Tulip Streifen,,,165.06 kcall,,13.86 g Fat
,,,0 g Carbs,,10.08 g Protein
Nürbberger,,,145.33 kcall,,13.33 g Fat
Rostbratwürste,,,0.4 g Carbs,,5.87 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Whipping Cream,,,104.4 kcall,,11.18 g Fat
,,,0.84 g Carbs,,0.62 g Protein
,,,626.11 kcall,,47.88 g fat
Lunch,,,1.1 g Carbs,,47.88 g Protein
Ground Beef - Aldi,,,622.44 kcall,,47.88 g Fat
,,,0 g Carbs,,47.88 g Protein
Worcestershire Sauce,,,3.67 kcall,,0 g Fat
,,,1.1 g Carbs,,0 g Protein
,,,1004.22 kcall,,94.47 g fat
Dinner,,,2.16 g Carbs,,37.87 g Protein
Butter,,,114.72 kcall,,12.98 g Fat
,,,0.01 g Carbs,,0.14 g Protein
Cod Liver,,,561 kcall,,60 g Fat
,,,0 g Carbs,,5.2 g Protein
Hirschedelgulasch,,,154.5 kcall,,2.85 g Fat
,,,0.75 g Carbs,,31.5 g Protein
Whipping Cream,,,174 kcall,,18.64 g Fat
,,,1.4 g Carbs,,1.03 g Protein
,,,132.5 kcall,,11.5 g fat
Snacks,,,4.75 g Carbs,,2.75 g Protein
85% Dark Chocolate,,,132.5 kcall,,11.5 g Fat
Lindt,,,4.75 g Carbs,,2.75 g Protein
27 October,,,,,Activity: 0 kcall burned
Sunday,Calories,Carbs,Protein,Fat,Weight: 85
,1739 kcall eaten,63 g eaten,89 g eaten,127 g eaten,
,246 kcall left,38 g over,23 g left,44 g left,
,14% of calories,,20% of calories,66% of calories,
Water 1000 of 2000 (50% of goal),,,,,
,,,454.7 kcall,,33.7 g fat
Breakfast,,,28.27 g Carbs,,12.61 g Protein
Coffee,,,4 kcall,,0.08 g Fat
,,,0.14 g Carbs,,0.42 g Protein
Granny Smith Apples,,,98.8 kcall,,0.32 g Fat
,,,26.24 g Carbs,,0.49 g Protein
Leberwurst,,,351.9 kcall,,33.3 g Fat
,,,1.89 g Carbs,,11.7 g Protein
,,,513.19 kcall,,41.88 g fat
Lunch,,,1.31 g Carbs,,32.59 g Protein
Bacon - Tulip Streifen,,,165.06 kcall,,13.86 g Fat
,,,0 g Carbs,,10.08 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Nürbberger,,,145.33 kcall,,13.33 g Fat
Rostbratwürste,,,0.4 g Carbs,,5.87 g Protein
,,,672.3 kcall,,51.43 g fat
Dinner,,,7.13 g Carbs,,43.62 g Protein
